target_id	length	eff_length	est_counts	tpm
NC_001604.1|T7p01|NP_041954.1|CDS|hypothetical	354	136.572	0	0
NC_001604.1|T7p02|NP_041955.1|CDS|hypothetical	156	67.1025	0	0
NC_001604.1|T7p04|NP_041956.1|CDS|hypothetical	144	62.6514	0	0
NC_001604.1|T7p05|NP_041957.1|CDS|hypothetical	337	130.497	0	0
NC_001604.1|T7p06|NP_041958.1|CDS|hypothetical	162	69.3024	0	0
NC_001604.1|T7p03|NP_041959.1|CDS|protein	1080	619.678	378	41.2404
NC_001604.1|T7p07|NP_041960.1|CDS|T3/T7-like	2652	2191.68	113	3.48577
NC_001604.1|T7p09|NP_041961.1|CDS|hypothetical	129	56.9813	0	0
NC_001604.1|T7p08|NP_041962.1|CDS|host	258	103.038	0	0
NC_001604.1|T7p10|NP_041963.1|CDS|ATP-dependent	1080	619.678	118	12.874
NC_001604.1|T7p11|NP_041964.1|CDS|hypothetical	156	67.1025	0	0
NC_001604.1|T7p12|NP_041965.1|CDS|hypothetical	90	41.5739	0	0
NC_001604.1|T7p13|NP_041966.1|CDS|hypothetical	261	104.071	0	0
NC_001604.1|T7p14|NP_041967.1|CDS|hypothetical	591	238.248	23	6.52672
NC_001604.1|T7p15|NP_041968.1|CDS|hypothetical	147	63.7709	0	0
NC_001604.1|T7p16|NP_041969.1|CDS|inhibitor	195	81.1493	0	0
NC_001604.1|T7p17|NP_041970.1|CDS|single-stranded	699	300.86	80	17.9772
NC_001604.1|T7p18|NP_041971.1|CDS|hypothetical	420	161.234	0	0
NC_001604.1|T7p19|NP_041972.1|CDS|endonuclease	450	173.182	3	1.17116
NC_001604.1|T7p20|NP_041973.1|CDS|lysozyme	456	175.638	31	11.9327
NC_001604.1|T7p21|NP_041974.1|CDS|putative	366	140.919	0	0
NC_001604.1|T7p22|NP_041975.1|CDS|DNA	1701	1240.68	118.495	6.45712
NC_001604.1|T7p23|NP_041976.1|CDS|hypothetical	123	54.6768	0	0
NC_001604.1|T7p24|NP_041977.1|CDS|helicase	1512	1051.68	2.50474	0.161019
NC_001604.1|T7p25|NP_041978.1|CDS|hypothetical	339	131.207	0	0
NC_001604.1|T7p26|NP_041979.1|CDS|hypothetical	213	87.4706	0	0
