NZ_CP010816.1	RefSeq	region	1	4528118	.	+	.	ID=id-1;Dbxref=taxon:562;Is_circular=true;Name=ANONYMOUS;gbkey=Src;genome=chromosome;isolation-source=NA(common laboratory strain);mol_type=genomic DNA;strain=BL21 (TaKaRa)	24307051
NZ_CP010816.1	RefSeq	gene	190	255	.	+	.	ID=gene-SR36_RS00005;Name=SR36_RS00005;gbkey=Gene;gene_biotype=protein_coding;locus_tag=SR36_RS00005;old_locus_tag=SR36_00005	2
NZ_CP010816.1	Protein Homology	CDS	190	255	.	+	0	ID=cds-WP_001386572.1;Parent=gene-SR36_RS00005;Dbxref=Genbank:WP_001386572.1;Name=WP_001386572.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:NP_414542.1;product=thr operon leader peptide;protein_id=WP_001386572.1;transl_table=11	2
NZ_CP010816.1	RefSeq	gene	336	2798	.	+	.	ID=gene-SR36_RS00010;Name=SR36_RS00010;gbkey=Gene;gene_biotype=protein_coding;locus_tag=SR36_RS00010;old_locus_tag=SR36_00010	18
NZ_CP010816.1	Protein Homology	CDS	336	2798	.	+	0	ID=cds-WP_001264697.1;Parent=gene-SR36_RS00010;Dbxref=Genbank:WP_001264697.1;Name=WP_001264697.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_005124053.1;product=bifunctional aspartate kinase/homoserine dehydrogenase I;protein_id=WP_001264697.1;transl_table=11	18
NZ_CP010816.1	RefSeq	gene	2800	3732	.	+	.	ID=gene-SR36_RS00015;Name=SR36_RS00015;gbkey=Gene;gene_biotype=protein_coding;locus_tag=SR36_RS00015;old_locus_tag=SR36_00015	7
NZ_CP010816.1	Protein Homology	CDS	2800	3732	.	+	0	ID=cds-WP_000241660.1;Parent=gene-SR36_RS00015;Dbxref=Genbank:WP_000241660.1;Name=WP_000241660.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:NP_308030.1;product=homoserine kinase;protein_id=WP_000241660.1;transl_table=11	7
NZ_CP010816.1	RefSeq	gene	3733	5019	.	+	.	ID=gene-SR36_RS00020;Name=SR36_RS00020;gbkey=Gene;gene_biotype=protein_coding;locus_tag=SR36_RS00020;old_locus_tag=SR36_00020	10
NZ_CP010816.1	Protein Homology	CDS	3733	5019	.	+	0	ID=cds-WP_000781063.1;Parent=gene-SR36_RS00020;Dbxref=Genbank:WP_000781063.1;Name=WP_000781063.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:NP_308031.1;product=threonine synthase;protein_id=WP_000781063.1;transl_table=11	10
NZ_CP010816.1	RefSeq	gene	5232	5528	.	+	.	ID=gene-SR36_RS00030;Name=SR36_RS00030;gbkey=Gene;gene_biotype=protein_coding;locus_tag=SR36_RS00030;old_locus_tag=SR36_00030	11
NZ_CP010816.1	Protein Homology	CDS	5232	5528	.	+	0	ID=cds-WP_000738723.1;Parent=gene-SR36_RS00030;Dbxref=Genbank:WP_000738723.1;Name=WP_000738723.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:NP_414546.1;product=DUF2502 domain-containing protein;protein_id=WP_000738723.1;transl_table=11	11
NZ_CP010816.1	RefSeq	gene	5681	6457	.	-	.	ID=gene-SR36_RS00035;Name=SR36_RS00035;gbkey=Gene;gene_biotype=protein_coding;locus_tag=SR36_RS00035;old_locus_tag=SR36_00035	11
NZ_CP010816.1	Protein Homology	CDS	5681	6457	.	-	0	ID=cds-WP_000906203.1;Parent=gene-SR36_RS00035;Dbxref=Genbank:WP_000906203.1;Name=WP_000906203.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:NP_308033.1;product=peroxide stress protein YaaA;protein_id=WP_000906203.1;transl_table=11	11
NZ_CP010816.1	RefSeq	gene	6527	7957	.	-	.	ID=gene-SR36_RS00040;Name=SR36_RS00040;gbkey=Gene;gene_biotype=protein_coding;locus_tag=SR36_RS00040;old_locus_tag=SR36_00040	3
